,event name,Classification,genre,venue,Date,Zip code,City,State
384,Coors Field Stadium Tours,Miscellaneous,Hobby/Special Interest Expos,Coors Field,2018-08-22,80205,Denver,Colorado
385,Bellamy Brothers,Music,Country,Grizzly Rose,2018-08-24,80216,Denver,Colorado
386,The Butchering - Album Release Show,Music,Metal,Marquis Theater,2018-08-24,80205,Denver,Colorado
387,Coors Field Stadium Tours,Miscellaneous,Hobby/Special Interest Expos,Coors Field,2018-08-24,80205,Denver,Colorado
388,Bellamy Brothers,Music,Country,Grizzly Rose - CO,2018-08-24,80216,Denver,Colorado
389,Josh Abbott Band,Music,Country,Grizzly Rose,2018-08-25,80216,Denver,Colorado
390,Conquer Everest - Album Release Show,Music,Metal,Marquis Theater,2018-08-25,80205,Denver,Colorado
391,DJ Triple XL,Music,Dance/Electronic,Temple Nightclub,2018-08-25,80203,Denver,Colorado
392,Coors Field Stadium Tours,Miscellaneous,Hobby/Special Interest Expos,Coors Field,2018-08-25,80205,Denver,Colorado
393,Shahiye of Ra,Music,Other,Roxy Theatre - Denver,2018-08-25,80205,Denver,Colorado
394,Waka Flocka Flame,Music,Other,Ogden Theatre,2018-08-25,80218,Denver,Colorado
395,How Did This Get Made?,Arts & Theatre,Undefined,Paramount Theatre-Colorado,2018-08-25,80204,Denver,Colorado
396,How Did This Get Made?,Arts & Theatre,Undefined,Paramount Theatre-Colorado,2018-08-25,80204,Denver,Colorado
397,Blackalicious,Music,Hip-Hop/Rap,Marquis Theatre-CO,2018-08-26,80205,Denver,Colorado
398,Sawyer Fredericks,Music,Country,Soiled Dove,2018-08-26,80202,Denver,Colorado
399,Meatless Monday - Vegan Pizza Party,Music,Rock,Marquis Theater,2018-08-27,80205,Denver,Colorado
400,Coors Field Stadium Tours,Miscellaneous,Hobby/Special Interest Expos,Coors Field,2018-08-27,80205,Denver,Colorado
401,Jacksepticeye,Arts & Theatre,Miscellaneous,Paramount Theatre-Colorado,2018-08-27,80204,Denver,Colorado
402,Coors Field Stadium Tours,Miscellaneous,Hobby/Special Interest Expos,Coors Field,2018-08-28,80205,Denver,Colorado
403,Coors Field Stadium Tours,Miscellaneous,Hobby/Special Interest Expos,Coors Field,2018-08-29,80205,Denver,Colorado
404,Ski Mask the Slump God,Music,Other,Cervantes,2018-08-29,80205,Denver,Colorado
405,Coors Field Stadium Tours,Miscellaneous,Hobby/Special Interest Expos,Coors Field,2018-08-30,80205,Denver,Colorado
406,Holly Bowling,Music,Other,Bluebird Theatre,2018-08-30,80206,Denver,Colorado
407,Wade Bowen,Music,Country,Grizzly Rose,2018-08-31,80216,Denver,Colorado
408,Larry June,Music,Hip-Hop/Rap,Marquis Theater,2018-08-31,80205,Denver,Colorado
409,Rocky Mountain Showdown - CU Buffaloes vs. CSU Rams,Sports,Football,Broncos Stadium At Mile High,2018-08-31,80204,Denver,Colorado
410,Coors Field Stadium Tours,Miscellaneous,Hobby/Special Interest Expos,Coors Field,2018-08-31,80205,Denver,Colorado
411,Sales,Music,Other,Bluebird Theatre,2018-08-31,80206,Denver,Colorado
412,Wade Bowen,Music,Other,Grizzly Rose - CO,2018-08-31,80216,Denver,Colorado
413,Beautiful,Arts & Theatre,Undefined,Ellie Caulkins Opera House,2018-09-04,80204,Denver,Colorado
414,Beautiful,Arts & Theatre,Undefined,Ellie Caulkins Opera House,2018-09-05,80204,Denver,Colorado
415,Midge Ure,Music,Other,Oriental Theatre-CO,2018-09-06,80212,Denver,Colorado
416,Beautiful,Arts & Theatre,Undefined,Ellie Caulkins Opera House,2018-09-06,80204,Denver,Colorado
